variance of Wavelet,skewness of Wavelet,curtosis of Wavelet,entropy,shap0,shap1,shap2,shap3,label
4.0405,0.5152399999999999,1.0279,1.106,-6.324951,0.12690128,-0.56833667,0.47210103,0
4.3846,-4.8794,3.3662,-0.029324,-6.17946,1.6399318,-1.747402,-0.1110747,0
2.0165,-0.25246,5.1707,1.0763,-5.0397463,0.32310775,-2.2634006,0.43673426,0
4.0446,11.1741,-4.3582,-4.7401,-4.188081,-3.520785,2.1342413,-0.117539026,0
-0.33729,-0.64976,7.6659,0.72326,0.090208784,-0.37414113,-4.9353724,0.41639894,0
-2.4604,12.7302,0.91738,-7.6418,2.9287186,-6.7429132,-0.21870573,-0.08904444,0
4.1195,10.9258,-3.8929,-4.1802,-4.379893,-3.5245326,1.4394354,-0.117539026,0
2.0193,0.8235600000000001,4.6369,1.4202,-4.956111,-0.2367685,-2.3238378,0.40518034,0
1.5701,7.9129,0.29018,-2.1953,-2.9493096,-3.3169653,-0.77745986,-0.50710344,0
2.6415,7.586,-0.28562,-1.6677,-4.99339,-2.8980188,0.41013372,-0.29398537,0
5.0214,8.0764,-3.0515,-1.7155,-4.5785136,-3.3445928,1.4329888,-0.23882695,0
4.3435,3.3295,0.83598,0.64955,-6.2468214,0.07978663,-0.6201875,0.2936579,0
1.8238,-6.7748,8.3873,-0.5413899999999999,-5.3675103,1.8312502,-2.3583012,-0.37553763,0
3.9382,0.9291,0.7854300000000001,0.6767,-6.2699842,0.10294972,-0.6201875,0.2936579,0
2.2517,-5.1422,4.2916,-1.2487,-5.5925636,1.7820784,-2.0492458,-0.38174027,0
5.504,10.3671,-4.413,-4.0211,-4.281626,-3.5080516,2.3339872,-0.117539026,0
2.8521,9.171,-3.6461,-1.2047,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
1.1676,9.1566,-2.0867,-0.80647,-1.7904924,-4.867424,1.6849492,-0.38531935,0
2.6104,8.0081,-0.23592,-1.7608,-4.802693,-3.0769272,0.31315628,-0.29398537,0
0.32444,10.067,-1.1982,-4.1284,-0.83266675,-5.8537645,0.9865996,-0.3561051,0
3.8962,-4.7904,3.3954,-0.53751,-6.133789,1.5276886,-1.6925681,-0.38174027,0
2.1752,-0.8091,5.1022,-0.67975,-5.0589757,1.0518664,-2.1296313,-0.38174027,0
1.1588,8.9331,-2.0807,-1.1272,-1.7904924,-4.867424,1.6849492,-0.38531935,0
4.7072,8.2957,-2.5605,-1.4905,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
-1.9667,11.8052,-0.4047199999999999,-7.8719,2.0659757,-7.12872,0.9321445,-0.0827882,0
4.0552,0.40143,1.4563,0.6534300000000001,-6.2699842,0.10294972,-0.6201875,0.2936579,0
2.3678,-6.839,8.4207,-0.4482899999999999,-5.3675103,1.8312502,-2.3583012,-0.37553763,0
0.33565,6.8369,0.69718,-0.55691,-1.9722601,-3.7934892,-0.18022086,-0.6622851,0
4.3398,-5.3036,3.8803,-0.70432,-6.205741,1.6715935,-1.7645206,-0.38174027,0
1.5456,8.5482,0.4187,-2.1784,-2.7759354,-3.4802625,-0.78753686,-0.50710344,0
1.4276,8.3847,-2.0995,-1.9677,-1.9252771,-4.8173556,1.6556658,-0.26403147,0
-0.27802,8.1881,-3.1338,-2.5276,-0.41988283,-6.7142553,1.9426293,-0.15027457,0
0.93611,8.6413,-1.6351,-1.3043,-2.270788,-4.3942323,0.93607986,-0.49341583,0
4.6352,-3.0087,2.6773,1.212,-6.201602,1.423851,-1.2210349,0.47620285,0
1.5268,-5.5871,8.6564,-1.722,-3.7072718,2.0249133,-3.231358,-0.56026196,0
0.95626,2.4728,4.4578,0.21636,-3.1700273,-0.29465452,-3.6894135,0.10841915,0
-2.7914,1.7734,6.7756,-0.39915,4.29153,-1.9987441,-4.3071213,-0.19822924,0
5.2032,3.5116,-1.2538,1.0129,-6.6083283,0.52373785,1.150003,0.36477125,0
3.1836,7.2321,-1.0713,-2.5909,-5.233954,-2.6549368,0.43901116,-0.17896573,0
0.6549699999999999,5.1815,1.0673,-0.42113,-2.4210522,-1.6083525,-1.0958376,-0.74987733,0
5.6084,10.3009,-4.8003,-4.3534,-4.4220467,-3.4778914,3.2185884,-0.117539026,0
1.105,7.4432,0.4109899999999999,-3.0332,-3.1218698,-3.0708618,-0.71083385,-0.5081453,0
3.9292,-2.9156,2.2129,0.30817,-6.1826496,1.3564899,-1.2799234,0.19962509,0
1.1558,6.4003,1.5506,0.6961,-2.1130571,-2.932484,-0.48331743,1.2288927,0
2.5581,2.6218,1.8513,0.40257,-5.843978,0.030335128,-0.9596897,0.23250686,0
2.7831,10.9796,-3.557,-4.4039,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.7635,2.7811,0.6611899999999999,0.34179,-6.425398,0.19282305,-0.27496248,0.24953265,0
-2.6479,10.1374,-1.331,-5.4707,2.8440986,-6.8089314,0.9011777,-0.059970904,0
1.0652,8.3682,-1.4004,-1.6509,-2.4427533,-4.233632,0.38503593,-0.53525174,0
-1.4275,11.8797,0.41613,-6.9978,1.8278307,-6.83595,0.21490969,-0.12645611,0
5.7456,10.1808,-4.7857,-4.3366,-4.4220467,-3.4778914,3.2185884,-0.117539026,0
5.086,3.2798,-1.2701,1.1189,-6.6083283,0.52373785,1.150003,0.36477125,0
3.4092,5.4049,-2.5228,-0.8995799999999999,-5.4459443,-2.3414216,1.6535318,-0.2450952,0
-0.2361,9.3221,2.1307,-4.3793,-0.72969854,-5.3625846,-1.1284583,-0.2939126,0
3.8197,8.9951,-4.383,-4.0327,-4.2451444,-3.4637218,2.1342413,-0.117539026,0
-1.1391,1.8127,6.9144,0.70127,2.3775485,-2.2410638,-4.7194915,0.20134686,0
4.9249,0.68906,0.77344,1.2095,-6.324951,0.12690128,-0.56833667,0.47210103,0
2.5089,6.841,-0.029423,0.4491199999999999,-5.445899,-2.5258536,0.30788526,0.25556576,0
-0.2062,9.2207,-3.7044,-6.8103,-0.39132214,-6.742816,1.9426293,-0.15027457,0
3.946,6.8514,-1.5443,-0.5582,-5.1094127,-2.7676396,1.0669978,-0.25841773,0
-0.278,8.1881,-3.1338,-2.5276,-0.41988283,-6.7142553,1.9426293,-0.15027457,0
1.8592,3.2074,-0.15966,-0.26208,-5.8175797,0.48536786,0.8730792,-0.34095633,0
0.56953,7.6294,1.5754,-3.2233,-2.1060898,-3.909583,-0.7456959,-0.5273972,0
3.4626,-4.449,3.5427,0.15429,-5.904392,1.2461684,-1.7034245,-0.036356866,0
3.3951,1.1484,2.1401,2.0862,-5.8252473,0.021988373,-1.1782157,0.42049676,0
5.0429,-0.52974,0.50439,1.106,-6.6278076,0.58283496,-0.23813114,0.50221163,0
3.7758,7.1783,-1.5195,0.40128,-5.2135744,-2.8097243,1.028661,0.20856929,0
4.6562,7.6398,-2.4243,-1.2384,-4.802721,-3.150391,1.4629947,-0.23882695,0
4.0948,-2.9674,2.3689,0.75429,-6.1874905,1.4231524,-1.2243222,0.4660769,0
1.8384,6.063,0.54723,0.51248,-4.8640847,-2.3893807,-0.56003326,0.2593128,0
2.0153,0.43661,4.5864,-0.3151,-4.922527,-0.24548046,-2.3914523,-0.36770606,0
3.5251,0.7201,1.6928,0.6443800000000001,-6.2699842,0.10294972,-0.6201875,0.2936579,0
3.757,-5.4236,3.8255,-1.2526,-6.205741,1.6715935,-1.7645206,-0.38174027,0
2.5989,3.5178,0.7623,0.81119,-6.299547,0.09925571,-0.5660954,0.47210103,0
1.8994,0.97462,4.2265,0.81377,-5.0015135,-0.22118981,-2.294014,0.40518034,0
3.6941,-3.9482,4.2625,1.1577,-5.889294,1.33142,-1.5985117,0.47620285,0
4.4295,-2.3507,1.7048,0.90946,-6.59231,1.496393,-0.32169163,0.5431236,0
6.8248,5.2187,-2.5425,0.5461,-5.786639,-1.4972842,1.7908158,0.15746912,0
1.8967,-2.5163,2.8093,-0.79742,-5.55131,1.4358187,-1.586639,-0.38174027,0
2.1526,-6.1665,8.0831,-0.34355,-5.3340373,1.8061391,-2.3666635,-0.37553763,0
3.3004,7.0811,-1.3258,0.22283,-5.440785,-2.6081903,0.47379345,0.08232503,0
2.7213,7.05,-0.58808,0.4180899999999999,-5.40555,-2.662635,0.48950684,0.25556576,0
3.8846,-3.0336,2.5334,0.20214,-6.2166996,1.3385994,-1.3259476,-0.036356866,0
4.1665,-0.4449,0.23448,0.27843,-6.556464,0.61551976,-0.1469518,0.28108662,0
0.94225,5.8561,1.8762,-0.32544,-3.4815166,-2.4497254,-1.5868155,-0.46205884,0
5.1321,-0.031048,0.32616,1.1151,-6.5385103,0.5069568,-0.25155059,0.50221163,0
0.38251,6.8121,1.8128,-0.61251,-2.3024375,-3.669762,-1.2745924,-0.50241834,0
3.0333,-2.5928,2.3183,0.303,-6.1826496,1.3564899,-1.2799234,0.19962509,0
2.9233,6.0464,-0.11168,-0.58665,-5.4109583,-2.4900646,0.3408269,-0.30025363,0
1.162,10.2926,-1.2821,-4.0392,-2.4112897,-4.265568,0.3080933,-0.41396385,0
3.7791,2.5762,1.3098,0.5655,-6.2260523,0.07978663,-0.6218572,0.27455842,0
0.77765,5.9781,1.1941,-0.3526,-3.1470263,-2.7086692,-1.1553366,-0.6447644,0
-0.38388,-1.0471,8.0514,0.49567,1.0725077,0.28094158,-4.456243,0.29482007,0
0.21084,9.4359,-0.0945429999999999,-1.859,-0.24564141,-6.565776,1.0566813,-0.3238504,0
2.9571,-4.5938,5.9068,0.57196,-5.9243402,1.4233968,-1.7042661,0.2971207,0
4.6439,-3.3729,2.5976,0.55257,-6.1627865,1.3998995,-1.2560952,0.2971207,0
3.3577,-4.3062,6.0241,0.18274,-5.838089,1.2237823,-1.7759674,-0.036356866,0
3.5127,2.9073,1.0579,0.40774,-6.2260523,0.07978663,-0.6218572,0.27455842,0
2.6562,10.7044,-3.3085,-4.0767,-4.379893,-3.5245326,1.4394354,-0.117539026,0
-1.3612,10.694,1.7022,-2.9026,1.8047659,-6.8489814,-0.24278508,-0.12834568,0
-0.278,8.1881,-3.1338,-2.5276,-0.41988283,-6.7142553,1.9426293,-0.15027457,0
1.04,-6.9321,8.2888,-1.2991,-3.6885407,2.042956,-3.2681322,-0.56026196,0
2.1881,2.7356,1.3278,-0.1832,-5.563069,0.073509246,-0.9508314,-0.3677898,0
4.2756,-2.6528,2.1375,0.94437,-6.327892,1.5007228,-0.7321895,0.49151927,0
-0.11996,6.8741,0.91995,-0.6694,-0.91716874,-4.3499126,-0.59658253,-0.5210431,0
2.9736,8.7944,-3.6359,-1.3754,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
3.7798,-3.3109,2.6491,0.066365,-6.1810255,1.3385994,-1.3074409,-0.09053739,0
5.3586,3.7557,-1.7345,1.0789,-6.2902846,0.5831784,2.0400405,0.29448587,0
1.8373,6.1292,0.8402700000000001,0.55257,-4.7498937,-2.4268017,-0.87380636,0.2607562,0
1.2262,0.89599,5.7568,-0.11596,-3.430417,-0.22954862,-3.418439,-0.23162617,0
-0.0480079999999999,-0.5607800000000001,7.7215,0.4529999999999999,-0.23825765,-0.4365786,-4.9395266,0.24759226,0
0.5706,-0.024841,1.2421,-0.56208,-2.2071583,0.6094759,-1.0273442,-0.7527711,0
4.3634,0.46351,1.4281,2.0202,-6.324951,0.12690128,-0.56833667,0.47210103,0
3.482,-4.1634,3.5008,-0.078462,-5.8351035,1.2399061,-1.6857214,-0.117085084,0
0.51947,-3.2633,3.0895,-0.98492,-2.4193795,1.5408038,-3.2732832,-0.5933547,0
2.3164,-2.628,3.1529,-0.08622,-5.2266746,1.3456424,-1.9609501,-0.117085084,0
-1.8348,11.0334,3.1863,-4.8888,2.1517882,-6.544997,-1.3328811,-0.08377147,0
1.3754,8.8793,-1.9136,-0.53751,-1.9252771,-4.8424835,1.6556658,-0.38531935,0
-0.16682,5.8974,0.4983899999999999,-0.70044,-0.84542286,-4.2742333,-0.12781523,-0.5116737,0
0.29961,7.1328,-0.31475,-1.1828,-0.9076195,-5.2626996,1.204799,-0.44938242,0
0.25035,9.3262,-3.6873,-6.2543,-0.38327837,-6.7360578,1.9661539,-0.14740402,0
2.4673,1.3926,1.7125,0.41421,-5.969559,0.05285533,-0.86828357,0.24416177,0
0.77805,6.6424,-1.1425,-1.0573,-2.9969528,-3.5100648,0.3964113,-0.5415201,0
3.4465,2.9508,1.0271,0.5461,-6.2260523,0.07978663,-0.6218572,0.27455842,0
2.2429,-4.1427,5.2333,-0.40173,-5.1727004,1.3210014,-2.0366585,-0.38174027,0
3.7321,-3.884,3.3577,-0.006049,-5.8687177,1.2461684,-1.6849174,-0.09053739,0
4.3365,-3.584,3.6884,0.74912,-5.8751826,1.3307214,-1.601799,0.4660769,0
-2.0759,10.8223,2.6439,-4.837,2.5793025,-6.6768765,-0.9837341,-0.08377147,0
4.0715,7.6398,-2.0824,-1.1698,-4.727705,-3.131166,1.374814,-0.24488737,0
0.76163,5.8209,1.1959,-0.64613,-2.9122317,-2.8418107,-0.8776179,-0.6851288,0
-0.53966,7.3273,0.46583,-1.4543,1.1436225,-5.0553174,0.38389182,-0.34564173,0
2.6213,5.7919,0.065686,-1.5759,-5.7184186,-2.1634681,0.32169005,-0.30025363,0
3.0242,-3.3378,2.5865,-0.54785,-6.15974,1.3300823,-1.3114103,-0.38174027,0
5.8519,5.3905,-2.4037,-0.061652,-5.4350004,-2.3405516,1.6553129,0.023713667,0
0.5706,-0.0248,1.2421,-0.5621,-2.1859396,0.2889198,-1.0912049,-0.784325,0
3.9771,11.1513,-3.9272,-4.3444,-4.379893,-3.5245326,1.4394354,-0.117539026,0
1.5478,9.1814,-1.6326,-1.7375,-2.405573,-4.369292,0.90679663,-0.49341583,0
0.74054,0.36625,2.1992,0.48403,-2.249035,-0.033301048,-2.9960828,0.48683685,0
0.49571,10.2243,-1.097,-4.0159,-1.2605501,-5.4260836,0.9215788,-0.4114139,0
1.645,7.8612,-0.87598,-3.5569,-3.2954245,-3.9590118,0.36668724,-0.2034343,0
3.6077,6.8576,-1.1622,0.28231,-5.4067774,-2.6556315,0.4965102,0.24278657,0
3.2403,-3.7082,5.2804,0.41291,-5.784176,1.2850822,-1.7061148,0.2971207,0
3.9166,10.2491,-4.0926,-4.4659,-4.3413367,-3.520785,1.8689742,-0.117539026,0
3.9262,6.0299,-2.0156,-0.0655309999999999,-5.110561,-2.7794962,1.4258636,0.017653245,0
5.591,10.4643,-4.3839,-4.3379,-4.188081,-3.520785,2.1342413,-0.117539026,0
3.7522,-3.6978,3.9943,1.3051,-5.889294,1.33142,-1.5985117,0.47620285,0
1.3114,4.5462,2.2935,0.22541,-3.5699582,-0.64102715,-2.8517847,0.10841915,0
3.7022,6.9942,-1.8511,-0.12889,-5.0626726,-2.8379326,1.406857,-0.13798667,0
4.364,-3.1039,2.3757,0.78532,-6.201602,1.423851,-1.2210349,0.47620285,0
3.5829,1.4423,1.0219,1.4008,-6.3017883,0.10373819,-0.56833667,0.47210103,0
4.65,-4.8297,3.4553,-0.25174,-6.155267,1.5706452,-1.7140462,-0.38174027,0
5.1731,3.9606,-1.983,0.40774,-6.153882,0.5785661,2.3485556,0.1840083,0
3.2692,3.4184,0.20706,-0.066824,-6.442445,0.25188223,0.013970632,-0.10021907,0
2.4012,1.6223,3.0312,0.7167899999999999,-5.609143,-0.12302464,-1.687079,0.2775833,0
1.7257,-4.4697,8.2219,-1.8073,-3.1812303,1.0790282,-3.255848,-0.50749165,0
4.7965,6.9859,-1.9967,-0.35001,-5.041292,-2.8401873,1.4036914,-0.2511556,0
4.0962,10.1891,-3.9323,-4.1827,-4.4014425,-3.5245326,1.5305252,-0.117539026,0
2.5559,3.3605,2.0321,0.26809,-5.768376,0.0164302,-1.1343453,0.19937174,0
3.4916,8.5709,-3.0326,-0.59182,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
0.5195,-3.2633,3.0895,-0.9849,-2.4193795,1.5408038,-3.2732832,-0.5933547,0
2.9856,7.2673,-0.409,-2.2431,-5.233954,-2.6549368,0.43901116,-0.17896573,0
4.0932,5.4132,-1.8219,0.23576,-5.4358706,-2.289882,1.4611952,0.16803221,0
1.7748,-0.76978,5.5854,1.3039,-4.593781,1.1828653,-2.2712693,0.6286552,0
5.2012,0.32694,0.17965,1.1797,-6.7338314,0.43951425,0.7090761,0.36905402,0
-0.4506199999999999,-1.3678,7.0858,-0.40303,1.2829646,-0.16884188,-4.3839025,-0.4566409,0
4.8451,8.1116,-2.9512,-1.4724,-4.5785136,-3.3445928,1.4329888,-0.23882695,0
0.74841,7.2756,1.1504,-0.5388,-2.4780266,-3.4996924,-0.83370304,-0.6851288,0
5.1213,8.5565,-3.3917,-1.5474,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
3.6181,-3.7454,2.8273,-0.71208,-6.15974,1.3300823,-1.3114103,-0.38174027,0
0.040498,8.5234,1.4461,-3.9306,-0.61959517,-5.5493684,-0.49358153,-0.30909902,0
-2.6479,10.1374,-1.331,-5.4707,2.8440986,-6.8089314,0.9011777,-0.059970904,0
0.37984,0.70975,0.75716,-0.44441,-1.50937,0.43015337,-0.6775997,-0.7614813,0
-0.95923,0.091039,6.2204,-1.4828,2.8547895,-1.5755664,-3.7326443,-0.27971745,0
2.8672,10.0008,-3.2049,-3.1095,-4.379893,-3.5245326,1.4394354,-0.117539026,0
1.0182,9.109,-0.62064,-1.7129,-2.468353,-4.233632,0.3080933,-0.53525174,0
-2.7143,11.4535,2.1092,-3.9629,3.013338,-6.743275,-0.7670543,-0.06409819,0
3.8244,-3.1081,2.4537,0.5202399999999999,-6.1627865,1.3998995,-1.2560952,0.2971207,0
2.7961,2.121,1.8385,0.3831699999999999,-5.843978,0.030335128,-0.9596897,0.23250686,0
3.5358,6.7086,-0.81857,0.47886,-5.40555,-2.662635,0.48950684,0.25556576,0
-0.7056,8.7241,2.2215,-4.5965,1.4952716,-6.4890976,-1.0268896,-0.1429939,0
4.1542,7.2756,-2.4766,-1.2099,-4.962372,-3.0037737,1.4822966,-0.2450952,0
0.92703,9.4318,-0.66263,-1.6728,-2.4112897,-4.2906957,0.3080933,-0.53525174,0
1.8216,-6.4748,8.0514,-0.41855,-5.3675103,1.8312502,-2.3583012,-0.37553763,0
-2.4473,12.6247,0.73573,-7.6612,2.9165473,-6.787442,-0.16389553,-0.087154865,0
3.5862,-3.0957,2.8093,0.24481,-6.1826496,1.3564899,-1.2799234,0.19962509,0
0.66191,9.6594,-0.28819,-1.6638,-1.4973055,-5.067797,0.8007596,-0.5461762,0
4.7926,1.7071,-0.051701,1.4926,-6.723208,0.41719386,0.72505563,0.36477125,0
4.9852,8.3516,-2.5425,-1.2823,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
0.75736,3.0294,2.9164,-0.068117,-2.6689034,-0.09898357,-3.0445433,-0.18524049,0
4.6499,7.6336,-1.9427,-0.37458,-4.727705,-3.131166,1.374814,-0.24488737,0
-0.023579,7.1742,0.78457,-0.75734,-0.8949046,-4.3721766,-0.59658253,-0.5210431,0
0.85574,0.008268,6.6042,-0.53104,-2.7330568,-0.45737585,-3.9119248,-0.4900787,0
0.8829799999999999,0.66009,6.0096,-0.43277,-3.3820455,-0.22873624,-3.485373,-0.49628133,0
4.0422,-4.391,4.7466,1.137,-5.8438907,1.3158412,-1.6283357,0.47620285,0
2.2546,8.0992,-0.24877,-3.2698,-4.2102733,-3.1790743,0.2072625,-0.17269747,0
0.38478,6.5989,-0.3336,-0.56466,-1.8342913,-4.5817657,1.0051932,-0.56841016,0
3.1541,-5.1711,6.5991,0.57455,-6.0003986,1.7549145,-1.9541976,0.29159278,0
2.3969,0.23589,4.8477,1.4369999999999998,-5.207894,-0.20398055,-2.1319196,0.40518034,0
4.7114,2.0755,-0.2702,1.2379,-6.626546,0.52373785,1.0830314,0.36477125,0
4.0127,10.1477,-3.9366,-4.0728,-4.4014425,-3.5245326,1.5305252,-0.117539026,0
2.6606,3.1681,1.9619,0.18662,-5.8024263,-0.0014602356,-1.1803694,-0.0366102,0
3.931,1.8541,-0.023425,1.2314,-6.723208,0.41719386,0.72505563,0.36477125,0
0.0172699999999999,8.693,1.3989,-3.9668,-0.61959517,-5.5493684,-0.49358153,-0.30909902,0
3.2414,0.40971,1.4015,1.1952,-6.324951,0.12690128,-0.56833667,0.47210103,0
2.2504,3.5757,0.35273,0.2836,-5.880588,0.16517788,-0.49039394,0.24953265,0
-1.3971,3.3191,-1.3927,-1.9948,4.259799,1.1909342,2.9534047,-0.14366084,1
0.3901199999999999,-0.14279,-0.031994,0.35084,0.47870556,1.4269927,2.6078582,1.1169591,1
-1.6677,-7.1535,7.8929,0.96765,4.5123715,3.4737813,-2.164639,0.27191964,1
-3.8483,-12.8047,15.6824,-1.281,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-3.5681,-8.213,10.083,0.96765,5.5170116,3.2587223,-1.9329828,0.23688772,1
-2.2804,-0.30626,1.3347,1.3763,5.0312777,1.4895113,1.0924944,0.34979534,1
-1.7582,2.7397,-2.5323,-2.234,3.8007083,1.2510381,3.350582,-0.11317617,1
-0.8940899999999999,3.1991,-1.8219,-2.9452,3.520977,1.2212094,3.4226415,-0.1641617,1
0.3434,0.12415,-0.28733,0.14654,0.78156805,1.306929,3.0667052,0.8436068,1
-0.9854,-6.6610000000000005,5.8245,0.5461,4.459612,3.284537,-1.4139347,0.2855268,1
-2.4115,-9.1359,9.3444,-0.65259,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-1.5252,-6.2534,5.3524,0.59912,4.8748217,3.2278826,-1.3558308,0.20445937,1
-0.61442,-0.091058,-0.31818,0.5021399999999999,3.081635,1.5614629,2.9567425,0.35487646,1
-0.36506,2.8928,-3.6461,-3.0603,2.3453946,1.310322,4.004821,-0.1959696,1
-5.9034,6.5679,0.67661,-6.6797,7.6206546,-2.1840012,0.35334826,-0.094158545,1
-1.8215,2.7521,-0.7226100000000001,-2.353,4.639027,1.2267991,2.7323773,-0.1011098,1
-0.77461,-1.8768,2.4023,1.1319,4.247058,2.4854412,0.12988657,0.38524395,1
-1.8187,-9.0366,9.0162,-0.12243,5.140323,3.474717,-2.070609,-0.10382472,1
-3.5801,-12.9309,13.1779,-2.5677,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.8219,-6.8824,5.4681,0.057313,5.200911,3.211281,-1.4235761,-0.00845864,1
-0.3481,-0.3869599999999999,-0.47841,0.62627,2.3572476,1.8785384,3.2633917,0.34928012,1
0.47368,3.3605,-4.5064,-4.0431,0.161691,1.4016614,5.8943415,-0.23348652,1
-3.4083,4.8587,-0.76888,-4.8668,5.4286256,0.67315495,2.3282769,-0.07829252,1
-1.6662,-0.30005,1.4238,0.024986,5.069383,1.5005633,1.0379684,0.054909952,1
-2.0962,-7.1059,6.6188,-0.33708,5.4684334,3.3059509,-1.76869,-0.20526311,1
-2.6685,-10.4519,9.1139,-1.7323,5.718183,3.350395,-1.9754609,-0.18244582,1
-0.47465,-4.3496,1.9901,0.7517,3.0409415,2.4278054,0.42276186,0.5712679,1
1.0552,1.1857,-2.6411,0.11033,-0.65624607,1.3717297,4.463969,0.18569657,1
1.1644,3.8095,-4.9408,-4.0909,-0.9949242,0.96317476,6.594092,-0.19689135,1
-4.4779,7.3708,-0.31218,-6.7754,7.2479353,-2.6940622,1.2477499,-0.060277317,1
-2.7338,0.45523,2.4391,0.21766,5.5868006,0.44137895,-0.37533867,-0.006992504,1
-2.286,-5.4484,5.8039,0.88231,5.1467752,3.1138625,-1.3199236,0.2682031,1
-1.6244,-6.3444,4.6575,0.16981,5.0520983,3.22982,-1.2914253,0.08169529,1
0.50813,0.4779899999999999,-1.9804,0.57714,1.0173017,1.5448189,4.257328,0.61471117,1
1.6408,4.2503,-4.9023,-2.6621,-1.5418476,0.6720597,6.6858435,-0.16103645,1
0.81583,4.84,-5.2613,-6.0823,-0.9516673,0.40464687,6.449492,-0.19689135,1
-5.4901,9.1048,-0.38758,-5.9763,7.227712,-3.872325,0.94044816,-0.059970904,1
-3.2238,2.7935,0.32274,-0.8607799999999999,5.846605,0.75033927,1.3765215,-0.2694997,1
-2.0631,-1.5147,1.219,0.4452399999999999,4.971253,2.2328095,1.2738316,0.24478254,1
-0.91318,-2.0113,-0.19565,0.066365,4.212032,2.1244361,2.2877584,0.07413783,1
0.6005,1.9327,-3.2888,-0.32415,0.41657028,1.4588528,5.0569315,-0.35854375,1
0.91315,3.3377,-4.0557,-1.6741,-0.40730146,1.2844244,5.629912,-0.3181793,1
-0.28015,3.0729,-3.3857,-2.9155,1.8690952,1.5583835,4.3322835,-0.20760135,1
-3.6085,3.3253,-0.51954,-3.5737,5.2279553,1.0362377,2.503012,-0.07829252,1
-6.2003,8.6806,0.009134,-3.703,7.425103,-3.713989,0.8543923,-0.059970904,1
-4.2932,3.3419,0.77258,-0.99785,6.2380075,0.2293281,0.80025226,-0.27138928,1
-3.0265,-0.062088,0.68604,-0.055186,5.78967,1.185,1.3303655,-0.014355158,1
-1.7015,-0.010356,-0.99337,-0.53104,4.526537,1.3592185,2.7537453,-0.26276216,1
-0.64326,2.4748,-2.9452,-1.0276,2.6363664,1.2196623,3.8527334,-0.30728775,1
-0.86339,1.9348,-2.3729,-1.0897,3.3558779,1.2066617,3.5711005,-0.2793892,1
-2.0659,1.0512,-0.46298,-1.0974,4.8411956,1.2582244,2.5732033,-0.22239771,1
-2.1333,1.5685,-0.084261,-1.7453,4.985714,1.1632448,2.4308827,-0.22239771,1
-1.2568,-1.4733,2.8718,0.44653,4.4462957,2.152078,0.012207072,0.2855268,1
-3.1128,-6.841,10.7402,-1.0172,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.8554,-5.9037,10.9818,-0.82199,6.404824,2.635937,-2.002153,-0.18244582,1
-2.588,3.8654,-0.3336,-1.2797,5.0632877,1.1390676,2.5559165,-0.19958043,1
0.24394,1.4733,-1.4192,-0.58535,2.1509743,1.4758924,3.3037293,-0.40373218,1
-1.5322,-5.0966,6.6779,0.17498,4.744243,3.396033,-2.1105657,0.04943841,1
-4.0025,-13.4979,17.6772,-3.3202,6.113534,3.041669,-1.9411975,-0.13436568,1
-4.0173,-8.3123,12.4547,-1.4375,6.113534,3.089749,-1.9411975,-0.18244582,1
-3.0731,-0.53181,2.3877,0.77627,5.714473,1.1157466,-0.0991259,0.22925091,1
-1.979,3.2301,-1.3575,-2.5819,4.742919,1.222653,2.6285923,-0.1011098,1
-0.4294,-0.14693,0.044265,-0.15605,3.084301,1.5141008,2.641403,-0.25262165,1
-2.234,-7.0314,7.4936,0.61334,5.125596,3.404475,-2.0236633,0.16295809,1
-4.211,-12.4736,14.9704,-1.3884,6.268645,2.9425633,-1.9491223,-0.18244582,1
-3.8073,-8.0971,10.1772,0.65084,5.6144233,3.2529168,-1.9439713,0.15627009,1
-2.5912,-0.10554,1.2798,1.0414,5.212201,1.2978023,1.0211431,0.32400787,1
-2.2482,3.0915,-2.3969,-2.6711,4.1492796,1.2573502,3.1700404,-0.07281172,1
-1.4427,3.2922,-1.9702,-3.4392,3.7404165,1.2294025,3.41208,-0.1214232,1
-0.39416,-0.020702,-0.0662669999999999,-0.4469899999999999,2.902203,1.3091497,2.7733948,-0.39839202,1
-1.5219999999999998,-6.6383,5.7491,-0.1069099999999999,5.1058373,3.2327082,-1.3837779,-0.003434796,1
-2.8267,-9.0407,9.0694,-0.98233,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-1.7263,-6.0237,5.2419,0.29524,4.9525366,3.1809237,-1.3556769,0.1735493,1
-0.94255,0.039307,-0.2419199999999999,0.31593,3.9275467,1.2490454,2.99281,0.23915319,1
-0.89569,3.0025,-3.6067,-3.4457,3.3393545,1.2317892,3.5876238,-0.15810128,1
